clinic,rating,review,evidence_quote,primary_label,secondary_labels,patient_stage,automation_tier,product_surface,root_cause,severity,commercial_relevance
Hormone Health,2,"I went for a pelvic scan to check if everything is ok - After the scan the sonograph asks me to speak to the Doctor, and I ended up spending £200 for his …",ended up spending £200,financial_transparency,,consultation,workflow_solvable,financial_consent_flow,unexpected charges,3,4
Hormone Health,3,Quick and easy service to use with excellent availability. However there are points where the service could be improved - 1. Most sonographers will send a scan with images and report immediately after the scan whereas I am still waiting for mine over 24hrs later (many patients need this to contact t,Most sonographers will send a scan with images and report immediately after the scan whereas I am still waiting for mine over 24hrs later.,results_delivery,treatment_coordination,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,3,4
MEDii Health,3,"Got the reference range on my blood test results wrong and showed one of my numbers as abnormal, had to retake another test which was completed unnecessary, and I spotted the discrepancies myself ...  They however dealt with the issue quite well and refunded me plus voucher for next time. Hope theyv",Got the reference range on my blood test results wrong and showed one of my numbers as abnormal.,admin_records,,post_treatment,workflow_solvable,booking_ops_layer,data errors,3,3
Dottore London,1,"I had my first visit in Dottor. London, Holborn, few weeks ago with gynaecology Dr. Ferrara. In the report of my visit, there was some of fake information, especially …","fake information, especially",admin_records,,consultation,workflow_solvable,booking_ops_layer,fake information in report,3,3
Dottore London,1,"Had a visit with a doctor for mental health issues, After the visit that cost 250£ pounds, I tried to contact the doctor via mail for guidance and suggestion, …",contact the doctor via mail,post_treatment_followup,complaint_handling,post_treatment,workflow_solvable,patient_pathway_coordinator,no guidance after visit,3,3
Dottore London,1,"Unfortunately, my experience with this clinic was disappointing. I paid £80 for a bioimpedance test, expecting a comprehensive body composition analysis, but I wasn't informed in advance that key parameters such as resistance (R) and …",wasn't informed in advance,financial_transparency,pre_visit_information,pre_visit,workflow_solvable,financial_consent_flow,uninformed pricing,3,3
Dottore London,1,"I visited this practice for a urological consultation in December 2019. The doctor, who was extremely kind and professional at first glance, prescribed two weeks of antibiotics, promising to ""get back in touch"" (to avoid paying for a …",promising to get back in touch,post_treatment_followup,treatment_coordination,post_treatment,workflow_solvable,patient_pathway_coordinator,no follow-up,3,3
Dottore London,1,"Terrible service. I booked a self-administered COVID antibody test. Eight days after payment, the shipment had still not been made. I was told to wait 10 business days. Two days later, I was told they no longer offer this type of test and would refund my money or schedule a new test to be taken in t",no longer offer this type of test,appointment_management,financial_transparency,booking,workflow_solvable,booking_ops_layer,service cancellation,3,3
Dottore London,1,They have crazy prices for what they offer! Not a good experience at all! Avoid,They have crazy prices,financial_transparency,,pre_visit,insight_only,financial_consent_flow,hidden add-ons,3,4
Dottore London,3,"It is very difficult to get in touch with your doctor if you need urgent assistance or advice. Appointments are very expensive, however, once you leave the clinic you feel that you are no longer their patient, unless you book another visit and pay the full cost again.",you feel that you are no longer their patient,post_treatment_followup,financial_transparency,post_treatment,workflow_solvable,patient_pathway_coordinator,no aftercare,3,4
Messina Clinic,1,"On August 14, 2025, at Clínica Messina, I had the worst medical experience I've ever had. After a delay of more than 35 minutes, I politely asked the receptionist Amanda about the estimated time, and the orthopedist Dr. Gabriel Azzini came …",delay of more than 35 minutes,appointment_management,,booking,workflow_solvable,booking_ops_layer,no response SLA,3,3
Messina Clinic,3,"On the occasions I tried to contact the clinic, I simply never received a response. In my opinion, the first contact is crucial. Unfortunately, I didn't have a good experience. I can't speak about the clinic itself, as I've never used it. I did try, though. 3 stars for customer service.",never received a response,inbound_access,,enquiry,bot_solvable,inbound_manager,no response SLA,3,3
Harley Street Dr,1,Avoid. This place has the weirdest vibe around money - they don't tell you prices and try to hide prices from you. They act offended when you ask or question the price of anything. I did a consultation and as I was booking my appointment …,they don't tell you prices,financial_transparency,,consultation,workflow_solvable,financial_consent_flow,hidden pricing,3,4
Harley Street Dr,1,"I had a very bizarre experience here. I came in for a consultation which cost £100. I was happy to go ahead with the procedure and they suggested a date, and I replied to say it was fine and asked a question also. After this I was ghosted, even after following up multiple times, ghosted.  What did I",I was ghosted,inbound_access,financial_transparency,enquiry,bot_solvable,inbound_manager,no response SLA,3,4
